,i,name,SMILES
2646,2646,C5H10OOH2-5(448) <=> OH(15) + C5H10O1-4(453),[CH2]CCC(C)OO_[OH]+CC1CCCO1
2647,2647,OH(15) + C5H10O1-4(453) => H2O(8) + CH2CHO(21) + C3H6(12),[OH]+CC1CCCO1_O+[CH2]C=O+C=CC
2648,2648,HO2(16) + C5H10O1-4(453) => H2O2(17) + CH2CHO(21) + C3H6(12),[O]O+CC1CCCO1_OO+[CH2]C=O+C=CC
2649,2649,NC5KET24(487) <=> OH(15) + CH3COCH2C2H4O(527),CC(=O)CC(C)OO_[OH]+CC(=O)CC(C)[O]
2650,2650,C5H10OOH2-4(447) => OH(15) + CH3CHO(35) + C3H6(12),C[CH]CC(C)OO_[OH]+CC=O+C=CC
2651,2651,C5H10O2-4(456) <=> CH3CHO(35) + C3H6(12),CC1CC(C)O1_CC=O+C=CC
2652,2652,HCO(19) + CH3(18) <=> CH3CHO(35),[CH]=O+[CH3]_CC=O
2653,2653,OH(15) + C5H10O1-4(453) => H2O(8) + C2H4(11) + CH3COCH2(70),[OH]+CC1CCCO1_O+C=C+[CH2]C(C)=O
2654,2654,HO2(16) + C5H10O1-4(453) => H2O2(17) + C2H4(11) + CH3COCH2(70),[O]O+CC1CCCO1_OO+C=C+[CH2]C(C)=O
2655,2655,CH3COCH2C2H4O(527) <=> CH3CHO(35) + CH3COCH2(70),CC(=O)CC(C)[O]_CC=O+[CH2]C(C)=O
2656,2656,CH3CO(20) + C5H11-3(422) <=> CH2CO(24) + pentane(1),C[C]=O+CC[CH]CC_C=C=O+CCCCC
2657,2657,CH3CO(20) + C5H11-2(421) <=> CH2CO(24) + pentane(1),C[C]=O+C[CH]CCC_C=C=O+CCCCC
2658,2658,CH3CO(20) + C5H11-1(420) <=> CH2CO(24) + pentane(1),C[C]=O+[CH2]CCCC_C=C=O+CCCCC
2659,2659,CH2CHO(21) + C5H11-3(422) <=> CH2CO(24) + pentane(1),[CH2]C=O+CC[CH]CC_C=C=O+CCCCC
2660,2660,CH2CHO(21) + C5H11-2(421) <=> CH2CO(24) + pentane(1),[CH2]C=O+C[CH]CCC_C=C=O+CCCCC
2661,2661,CH2CHO(21) + C5H11-1(420) <=> CH2CO(24) + pentane(1),[CH2]C=O+[CH2]CCCC_C=C=O+CCCCC
2662,2662,CH2CHO(21) + C5H11-2(421) <=> CH3CHO(35) + C5H10-2(424),[CH2]C=O+C[CH]CCC_CC=O+CC=CCC
2663,2663,CH3CO(20) + C5H11-2(421) <=> CH3CHO(35) + C5H10-2(424),C[C]=O+C[CH]CCC_CC=O+CC=CCC
2664,2664,CH2CHO(21) + C5H11-3(422) <=> CH3CHO(35) + C5H10-2(424),[CH2]C=O+CC[CH]CC_CC=O+CC=CCC
2665,2665,CH3CO(20) + C5H11-3(422) <=> CH3CHO(35) + C5H10-2(424),C[C]=O+CC[CH]CC_CC=O+CC=CCC
2666,2666,O2(2) + C5H10OOH1-3(442) <=> C5H10OOH1-3O2(458),[O][O]+CC[CH]CCOO_CCC(CCOO)O[O]
2667,2667,"C5H10OOH1-3O2(458) <=> C5H92-3,5OOH(473)",CCC(CCOO)O[O]_C[CH]C(CCOO)OO
2668,2668,C5H10OOH1-3O2(458) <=> C5H10OOH3-1O2(465),CCC(CCOO)O[O]_CCC(CCO[O])OO
2669,2669,"C5H10OOH1-3O2(458) <=> C5H91-3,5OOH(474)",CCC(CCOO)O[O]_[CH2]CC(CCOO)OO
2670,2670,"C5H10OOH3-1O2(465) <=> C5H91-3,5OOH(474)",CCC(CCO[O])OO_[CH2]CC(CCOO)OO
2671,2671,"C5H91-3,5OOH(474) <=> C5H92-3,5OOH(473)",[CH2]CC(CCOO)OO_C[CH]C(CCOO)OO
2672,2672,IC3H7(93) + C5H11-3(422) <=> C3H6(12) + pentane(1),C[CH]C+CC[CH]CC_C=CC+CCCCC
2673,2673,IC3H7(93) + C5H11-2(421) <=> C3H6(12) + pentane(1),C[CH]C+C[CH]CCC_C=CC+CCCCC
2674,2674,IC3H7(93) + C5H11-1(420) <=> C3H6(12) + pentane(1),C[CH]C+[CH2]CCCC_C=CC+CCCCC
2675,2675,C2H4(11) + C3H6(12) <=> C5H10-2(424),C=C+C=CC_CC=CCC
2676,2676,C5H11-3(422) <=> CH3(18) + C4H8-1(189),CC[CH]CC_[CH3]+C=CCC
2677,2677,C5H10OOH1-3(442) => OH(15) + CH2O(9) + C4H8-1(189),CC[CH]CCOO_[OH]+C=O+C=CCC
2678,2678,O(5) + C5H11-2(421) <=> OH(15) + C5H10-2(424),[O]+C[CH]CCC_[OH]+CC=CCC
2679,2679,O(5) + C5H11-3(422) <=> OH(15) + C5H10-2(424),[O]+CC[CH]CC_[OH]+CC=CCC
2680,2680,CH2(23) + C5H11-2(421) <=> CH3(18) + C5H10-2(424),[CH2]+C[CH]CCC_[CH3]+CC=CCC
2681,2681,CH2(23) + C5H11-3(422) <=> CH3(18) + C5H10-2(424),[CH2]+CC[CH]CC_[CH3]+CC=CCC
2682,2682,CH2O(9) + C5H11-3(422) <=> HCO(19) + pentane(1),C=O+CC[CH]CC_[CH]=O+CCCCC
2683,2683,CH2O(9) + C5H11-2(421) <=> HCO(19) + pentane(1),C=O+C[CH]CCC_[CH]=O+CCCCC
2684,2684,CH2O(9) + C5H11-1(420) <=> HCO(19) + pentane(1),C=O+[CH2]CCCC_[CH]=O+CCCCC
2685,2685,CH3CHO(35) + C5H11-3(422) <=> CH3CO(20) + pentane(1),CC=O+CC[CH]CC_C[C]=O+CCCCC
2686,2686,CH3CHO(35) + C5H11-2(421) <=> CH3CO(20) + pentane(1),CC=O+C[CH]CCC_C[C]=O+CCCCC
2687,2687,CH3CHO(35) + C5H11-1(420) <=> CH3CO(20) + pentane(1),CC=O+[CH2]CCCC_C[C]=O+CCCCC
2688,2688,CH3CHO(35) + C5H11-3(422) <=> CH2CHO(21) + pentane(1),CC=O+CC[CH]CC_[CH2]C=O+CCCCC
2689,2689,CH3CHO(35) + C5H11-2(421) <=> CH2CHO(21) + pentane(1),CC=O+C[CH]CCC_[CH2]C=O+CCCCC
2690,2690,CH3CHO(35) + C5H11-1(420) <=> CH2CHO(21) + pentane(1),CC=O+[CH2]CCCC_[CH2]C=O+CCCCC
2691,2691,C2H3(22) + C5H11-3(422) <=> C2H2(25) + pentane(1),[CH]=C+CC[CH]CC_C#C+CCCCC
2692,2692,C2H3(22) + C5H11-2(421) <=> C2H2(25) + pentane(1),[CH]=C+C[CH]CCC_C#C+CCCCC
2693,2693,C2H3(22) + C5H11-1(420) <=> C2H2(25) + pentane(1),[CH]=C+[CH2]CCCC_C#C+CCCCC
2694,2694,C2H(4) + C5H11-2(421) <=> C2H2(25) + C5H10-2(424),[C]#C+C[CH]CCC_C#C+CC=CCC
2695,2695,C2H(4) + C5H11-3(422) <=> C2H2(25) + C5H10-2(424),[C]#C+CC[CH]CC_C#C+CC=CCC
2696,2696,HCO(19) + C5H11-2(421) <=> CH2O(9) + C5H10-2(424),[CH]=O+C[CH]CCC_C=O+CC=CCC
2697,2697,HCO(19) + C5H11-3(422) <=> CH2O(9) + C5H10-2(424),[CH]=O+CC[CH]CC_C=O+CC=CCC
2698,2698,CH3(18) + C5H11-2(421) <=> CH4(10) + C5H10-2(424),[CH3]+C[CH]CCC_C+CC=CCC
2699,2699,CH3(18) + C5H11-3(422) <=> CH4(10) + C5H10-2(424),[CH3]+CC[CH]CC_C+CC=CCC
2700,2700,C2H3(22) + C5H11-2(421) <=> C2H4(11) + C5H10-2(424),[CH]=C+C[CH]CCC_C=C+CC=CCC
2701,2701,C2H3(22) + C5H11-3(422) <=> C2H4(11) + C5H10-2(424),[CH]=C+CC[CH]CC_C=C+CC=CCC
2702,2702,H(14) + C5H11-2(421) <=> H2(13) + C5H10-2(424),[H]+C[CH]CCC_[H][H]+CC=CCC
2703,2703,H(14) + C5H11-3(422) <=> H2(13) + C5H10-2(424),[H]+CC[CH]CC_[H][H]+CC=CCC
2704,2704,C5H10OOH1-3O2(458) <=> OH(15) + NC5KET13(471),CCC(CCOO)O[O]_[OH]+CCC(CC=O)OO
2705,2705,C5H10OOH3-1O2(465) <=> OH(15) + NC5KET13(471),CCC(CCO[O])OO_[OH]+CCC(CC=O)OO
2706,2706,"C5H92-3,5OOH(473) <=> OH(15) + NC5KET13(471)",C[CH]C(CCOO)OO_[OH]+CCC(CC=O)OO
2707,2707,"C5H91-3,5OOH(474) <=> OH(15) + NC5KET13(471)",[CH2]CC(CCOO)OO_[OH]+CCC(CC=O)OO
2708,2708,OH(15) + C[CH]CC(C)[O](766) <=> C5H10OOH2-4(447),[OH]+C[CH]CC(C)[O]_C[CH]CC(C)OO
2709,2709,C5H10O2-4(456) <=> C[CH]CC(C)[O](766),CC1CC(C)O1_C[CH]CC(C)[O]
2710,2710,CH3CHO(35) + C3H6(12) <=> C[CH]CC(C)[O](766),CC=O+C=CC_C[CH]CC(C)[O]
2711,2711,NC5KET13(471) <=> OH(15) + CHOCH2C3H6O(522),CCC(CC=O)OO_[OH]+CCC([O])CC=O
2712,2712,HCO(19) + C2H5(33) <=> C2H5CHO(76),[CH]=O+C[CH2]_CCC=O
2713,2713,C5H10OOH3-1(449) => OH(15) + C2H4(11) + C2H5CHO(76),[CH2]CC(CC)OO_[OH]+C=C+CCC=O
2714,2714,CHOCH2C3H6O(522) <=> CH2CHO(21) + C2H5CHO(76),CCC([O])CC=O_[CH2]C=O+CCC=O
2715,2715,NC3H7O2(95) <=> OH(15) + C2H5CHO(76),CCCO[O]_[OH]+CCC=O
2716,2716,C3H6OOH1-3(114) <=> OH(15) + C2H5CHO(76),[CH2]CCOO_[OH]+CCC=O
2717,2717,CH2O(9) + C2H4(11) <=> C2H5CHO(76),C=O+C=C_CCC=O
2718,2718,CH2O(9) + C2H4(11) <=> CH3(18) + CH2CHO(21),C=O+C=C_[CH3]+[CH2]C=O
2719,2719,C2H5CHO(76) <=> CH3(18) + CH2CHO(21),CCC=O_[CH3]+[CH2]C=O
2720,2720,OH(15) + CC1OC1CC[O](885) <=> C5H9O2-3OOH-5(520),[OH]+CC1OC1CC[O]_CC1OC1CCOO
2721,2721,CC1OC1CC[O](885) <=> CH2O(9) + [CH2]C1OC1C(892),CC1OC1CC[O]_C=O+[CH2]C1OC1C
2722,2722,CH3CHO(35) + C3H6(12) <=> CH3(18) + C=CO[CH]C(3130),CC=O+C=CC_[CH3]+C=CO[CH]C
2723,2723,C2H4(11) + CH3CHO(35) <=> H(14) + C=CO[CH]C(3130),C=C+CC=O_[H]+C=CO[CH]C
2724,2724,[CH2]C1OC1C(892) <=> C=CO[CH]C(3130),[CH2]C1OC1C_C=CO[CH]C
2725,2725,[CH2]C1OC1C(892) <=> C2H3(22) + CH3CHO(35),[CH2]C1OC1C_[CH]=C+CC=O
2726,2726,C2H3(22) + CH3CHO(35) <=> C=CO[CH]C(3130),[CH]=C+CC=O_C=CO[CH]C
2727,2727,O2(2) + C=CO[CH]C(3130) <=> C=COC(C)O[O](3804),[O][O]+C=CO[CH]C_C=COC(C)O[O]
2728,2728,O2(2) + C=CO[CH]C(3130) <=> CC1O[CH]COO1(3824),[O][O]+C=CO[CH]C_CC1O[CH]COO1
2729,2729,CC1O[CH]COO1(3824) <=> C=COC(C)O[O](3804),CC1O[CH]COO1_C=COC(C)O[O]
2730,2730,O2(2) + C=CO[CH]C(3130) <=> [CH2]C1OOC(C)O1(3825),[O][O]+C=CO[CH]C_[CH2]C1OOC(C)O1
2731,2731,[CH2]C1OOC(C)O1(3825) <=> C=COC(C)O[O](3804),[CH2]C1OOC(C)O1_C=COC(C)O[O]
2732,2732,[CH2]C1OOC(C)O1(3825) <=> CC1O[CH]COO1(3824),[CH2]C1OOC(C)O1_CC1O[CH]COO1
2733,2733,O2(2) + CC1O[CH]COO1(3824) <=> CC1OOCC(O[O])O1(4071),[O][O]+CC1O[CH]COO1_CC1OOCC(O[O])O1
2734,2734,CH2CO(24) + C2H5CHO(76) <=> C2H(4) + NC3H7O2(95),C=C=O+CCC=O_[C]#C+CCCO[O]
2735,2735,O2(2) + [CH2]C1OOC(C)O1(3825) <=> CC1OOC(CO[O])O1(4087),[O][O]+[CH2]C1OOC(C)O1_CC1OOC(CO[O])O1
2736,2736,O2(2) + C2H3(22) <=> H(14) + CHOCHO(63),[O][O]+[CH]=C_[H]+O=CC=O
2737,2737,OH(15) + CHOCHO(63) => H2O(8) + CO(6) + HCO(19),[OH]+O=CC=O_O+[C-]#[O+]+[CH]=O
2738,2738,HO2(16) + C2H2(25) <=> H(14) + CHOCHO(63),[O]O+C#C_[H]+O=CC=O
2739,2739,CHOCHO(63) <=> CO(6) + CH2O(9),O=CC=O_[C-]#[O+]+C=O
2740,2740,CHOCHO(63) <=> H2(13) + CO(6) + CO(6),O=CC=O_[H][H]+[C-]#[O+]+[C-]#[O+]
2741,2741,CHOCHO(63) <=> HCO(19) + HCO(19),O=CC=O_[CH]=O+[CH]=O
2742,2742,H(14) + CHOCHO(63) <=> HCO(19) + CH2O(9),[H]+O=CC=O_[CH]=O+C=O
2743,2743,H(14) + CHOCHO(63) <=> H(14) + CO(6) + CH2O(9),[H]+O=CC=O_[H]+[C-]#[O+]+C=O
2744,2744,CC1OOCC(O[O])O1(4071) <=> OH(15) + CHOCHO(63) + CC(=O)O(1413),CC1OOCC(O[O])O1_[OH]+O=CC=O+CC(=O)O
2745,2745,H2O(8) + CH2CO(24) <=> CC(=O)O(1413),O+C=C=O_CC(=O)O
2746,2746,H2O(8) + CH2CO(24) <=> CO2(7) + CH4(10),O+C=C=O_O=C=O+C
2747,2747,CC(=O)O(1413) <=> CO2(7) + CH4(10),CC(=O)O_O=C=O+C
2748,2748,CO2(7) + CH4(10) <=> OH(15) + CH3CO(20),O=C=O+C_[OH]+C[C]=O
2749,2749,CC(=O)O(1413) <=> OH(15) + CH3CO(20),CC(=O)O_[OH]+C[C]=O
2750,2750,CH2CO(24) + CHOCHO(63) <=> CO(6) + C=C([O])C[O](1056),C=C=O+O=CC=O_[C-]#[O+]+C=C([O])C[O]
2751,2751,C2H5(33) + pentane(1) <=> C2H6(32) + C5H11-1(420),C[CH2]+CCCCC_CC+[CH2]CCCC
2752,2752,C2H5(33) + pentane(1) <=> C2H6(32) + C5H11-2(421),C[CH2]+CCCCC_CC+C[CH]CCC
2753,2753,C2H5(33) + pentane(1) <=> C2H6(32) + C5H11-3(422),C[CH2]+CCCCC_CC+CC[CH]CC
2754,2754,CH2O(9) + C2H4(11) <=> CO(6) + C2H6(32),C=O+C=C_[C-]#[O+]+CC
2755,2755,C2H5CHO(76) <=> CO(6) + C2H6(32),CCC=O_[C-]#[O+]+CC
2756,2756,C2H5(33) + C5H11-2(421) <=> C2H6(32) + C5H10-2(424),C[CH2]+C[CH]CCC_CC+CC=CCC
2757,2757,C2H5(33) + C5H11-3(422) <=> C2H6(32) + C5H10-2(424),C[CH2]+CC[CH]CC_CC+CC=CCC
2758,2758,CO(6) + C2H6(32) <=> CH3(18) + CH2CHO(21),[C-]#[O+]+CC_[CH3]+[CH2]C=O
2759,2759,CC[C]CC-2(791) <=> C5H10-2(424),CC[C]CC_CC=CCC
2760,2760,CC[C]CC-2(791) <=> C2H4(11) + C3H6(12),CC[C]CC_C=C+C=CC
2761,2761,CH3O(31) + C5H11-3(422) <=> CH2O(9) + pentane(1),C[O]+CC[CH]CC_C=O+CCCCC
2762,2762,CH3O(31) + C5H11-2(421) <=> CH2O(9) + pentane(1),C[O]+C[CH]CCC_C=O+CCCCC
2763,2763,CH3O(31) + C5H11-1(420) <=> CH2O(9) + pentane(1),C[O]+[CH2]CCCC_C=O+CCCCC
2764,2764,C3H6(12) + C5H11-3(422) <=> C3H5-A(94) + pentane(1),C=CC+CC[CH]CC_[CH2]C=C+CCCCC
2765,2765,C3H6(12) + C5H11-2(421) <=> C3H5-A(94) + pentane(1),C=CC+C[CH]CCC_[CH2]C=C+CCCCC
2766,2766,C3H5-A(94) + C5H11-2(421) <=> C3H6(12) + C5H10-2(424),[CH2]C=C+C[CH]CCC_C=CC+CC=CCC
2767,2767,C3H5-A(94) + C5H11-3(422) <=> C3H6(12) + C5H10-2(424),[CH2]C=C+CC[CH]CC_C=CC+CC=CCC
2768,2768,C3H6(12) + C5H11-1(420) <=> C3H5-A(94) + pentane(1),C=CC+[CH2]CCCC_[CH2]C=C+CCCCC
2769,2769,CH2CHO(21) + C2H4O1-2(51) <=> CH2CHO(21) + CH3CHO(35),[CH2]C=O+C1CO1_[CH2]C=O+CC=O
2770,2770,HO2(16) + CH3CHO(35) <=> OH(15) + CC(=O)O(1413),[O]O+CC=O_[OH]+CC(=O)O
2771,2771,HO2(16) + C5H11-3(422) <=> OH(15) + C5H11O-3(434),[O]O+CC[CH]CC_[OH]+CCC([O])CC
2772,2772,CH3O2(45) + C5H11-3(422) <=> CH3O(31) + C5H11O-3(434),CO[O]+CC[CH]CC_C[O]+CCC([O])CC
2773,2773,C5H11-3(422) + C5H11O2-3(439) <=> C5H11O-3(434) + C5H11O-3(434),CC[CH]CC+CCC(CC)O[O]_CCC([O])CC+CCC([O])CC
2774,2774,CH3O2(45) + C5H11O2-3(439) => O2(2) + CH3O(31) + C5H11O-3(434),CO[O]+CCC(CC)O[O]_[O][O]+C[O]+CCC([O])CC
2775,2775,C5H11O2-3(439) + C5H11O2-3(439) => O2(2) + C5H11O-3(434) + C5H11O-3(434),CCC(CC)O[O]+CCC(CC)O[O]_[O][O]+CCC([O])CC+CCC([O])CC
2776,2776,C2H5(33) + C2H5CHO(76) <=> C5H11O-3(434),C[CH2]+CCC=O_CCC([O])CC
2777,2777,O(5) + C5H11O-3(434) <=> C5H11O2-3(439),[O]+CCC([O])CC_CCC(CC)O[O]
2778,2778,O(5) + C5H11-3(422) <=> C5H11O-3(434),[O]+CC[CH]CC_CCC([O])CC
2779,2779,CH2O(9) + CC(=O)O(1413) <=> OH(15) + CH3COCH2O(71),C=O+CC(=O)O_[OH]+CC(=O)C[O]
2780,2780,CH2CO(24) + CH3CHO(35) <=> C2H2(25) + CC(=O)O(1413),C=C=O+CC=O_C#C+CC(=O)O
2781,2781,C2H5O2H(48) + C5H11-3(422) <=> C2H5O2(47) + pentane(1),CCOO+CC[CH]CC_CCO[O]+CCCCC
2782,2782,C2H5O2H(48) + C5H11-2(421) <=> C2H5O2(47) + pentane(1),CCOO+C[CH]CCC_CCO[O]+CCCCC
2783,2783,C2H5O2H(48) + C5H11-1(420) <=> C2H5O2(47) + pentane(1),CCOO+[CH2]CCCC_CCO[O]+CCCCC
2784,2784,C2H5O(49) + C5H11-3(422) <=> CH3CHO(35) + pentane(1),CC[O]+CC[CH]CC_CC=O+CCCCC
2785,2785,C2H5O(49) + C5H11-2(421) <=> CH3CHO(35) + pentane(1),CC[O]+C[CH]CCC_CC=O+CCCCC
2786,2786,C2H5O(49) + C5H11-1(420) <=> CH3CHO(35) + pentane(1),CC[O]+[CH2]CCCC_CC=O+CCCCC
2787,2787,C2H5O2(47) + C5H11-2(421) <=> C2H5O2H(48) + C5H10-2(424),CCO[O]+C[CH]CCC_CCOO+CC=CCC
2788,2788,C2H5O2(47) + C5H11-3(422) <=> C2H5O2H(48) + C5H10-2(424),CCO[O]+CC[CH]CC_CCOO+CC=CCC
2789,2789,[CH2]C[O](761) + C5H11-3(422) <=> CH2CHO(21) + pentane(1),[CH2]C[O]+CC[CH]CC_[CH2]C=O+CCCCC
2790,2790,[CH2]C[O](761) + C5H11-2(421) <=> CH2CHO(21) + pentane(1),[CH2]C[O]+C[CH]CCC_[CH2]C=O+CCCCC
2791,2791,[CH2]C[O](761) + C5H11-1(420) <=> CH2CHO(21) + pentane(1),[CH2]C[O]+[CH2]CCCC_[CH2]C=O+CCCCC
2792,2792,C5H10O1-4(453) <=> [CH2]C[O](761) + C3H6(12),CC1CCCO1_[CH2]C[O]+C=CC
2793,2793,C5H11-1(420) <=> H(14) + C5H10-1(423),[CH2]CCCC_[H]+C=CCCC
2794,2794,C5H11-2(421) <=> H(14) + C5H10-1(423),C[CH]CCC_[H]+C=CCCC
2795,2795,C5H10-1(423) <=> C2H5(33) + C3H5-A(94),C=CCCC_C[CH2]+[CH2]C=C
2796,2796,O2(2) + C5H11-1(420) <=> HO2(16) + C5H10-1(423),[O][O]+[CH2]CCCC_[O]O+C=CCCC
2797,2797,O2(2) + C5H11-2(421) <=> HO2(16) + C5H10-1(423),[O][O]+C[CH]CCC_[O]O+C=CCCC
2798,2798,C5H11O2-1(435) <=> HO2(16) + C5H10-1(423),CCCCCO[O]_[O]O+C=CCCC
2799,2799,C5H11O2-2(437) <=> HO2(16) + C5H10-1(423),CCCC(C)O[O]_[O]O+C=CCCC
2800,2800,HO2(16) + C5H11-2(421) <=> H2O2(17) + C5H10-1(423),[O]O+C[CH]CCC_OO+C=CCCC
2801,2801,C5H11-2(421) + C5H11-2(421) <=> C5H10-1(423) + pentane(1),C[CH]CCC+C[CH]CCC_C=CCCC+CCCCC
2802,2802,C2H4(11) + C3H6(12) <=> C5H10-1(423),C=C+C=CC_C=CCCC
2803,2803,C5H10-1(423) <=> C5H10-2(424),C=CCCC_CC=CCC
2804,2804,C2H4(11) + C3H6(12) <=> C2H3(22) + NC3H7(92),C=C+C=CC_[CH]=C+[CH2]CC
2805,2805,C5H10-2(424) <=> C2H3(22) + NC3H7(92),CC=CCC_[CH]=C+[CH2]CC
2806,2806,O(5) + C5H11-1(420) <=> OH(15) + C5H10-1(423),[O]+[CH2]CCCC_[OH]+C=CCCC
2807,2807,O(5) + C5H11-2(421) <=> OH(15) + C5H10-1(423),[O]+C[CH]CCC_[OH]+C=CCCC
2808,2808,HO2(16) + C5H11-1(420) <=> H2O2(17) + C5H10-1(423),[O]O+[CH2]CCCC_OO+C=CCCC
2809,2809,CH2(23) + C5H11-1(420) <=> CH3(18) + C5H10-1(423),[CH2]+[CH2]CCCC_[CH3]+C=CCCC
2810,2810,CH2(23) + C5H11-2(421) <=> CH3(18) + C5H10-1(423),[CH2]+C[CH]CCC_[CH3]+C=CCCC
2811,2811,C2H(4) + C5H11-1(420) <=> C2H2(25) + C5H10-1(423),[C]#C+[CH2]CCCC_C#C+C=CCCC
2812,2812,C2H(4) + C5H11-2(421) <=> C2H2(25) + C5H10-1(423),[C]#C+C[CH]CCC_C#C+C=CCCC
2813,2813,C5H11-1(420) + C5H11-3(422) <=> C5H10-1(423) + pentane(1),[CH2]CCCC+CC[CH]CC_C=CCCC+CCCCC
2814,2814,C5H11-2(421) + C5H11-3(422) <=> C5H10-1(423) + pentane(1),C[CH]CCC+CC[CH]CC_C=CCCC+CCCCC
2815,2815,C5H11-1(420) + C5H11-2(421) <=> C5H10-1(423) + pentane(1),[CH2]CCCC+C[CH]CCC_C=CCCC+CCCCC
2816,2816,C5H11-1(420) + C5H11-1(420) <=> C5H10-1(423) + pentane(1),[CH2]CCCC+[CH2]CCCC_C=CCCC+CCCCC
2817,2817,OH(15) + C5H11-1(420) <=> H2O(8) + C5H10-1(423),[OH]+[CH2]CCCC_O+C=CCCC
2818,2818,OH(15) + C5H11-2(421) <=> H2O(8) + C5H10-1(423),[OH]+C[CH]CCC_O+C=CCCC
2819,2819,HCO(19) + C5H11-1(420) <=> CH2O(9) + C5H10-1(423),[CH]=O+[CH2]CCCC_C=O+C=CCCC
2820,2820,HCO(19) + C5H11-2(421) <=> CH2O(9) + C5H10-1(423),[CH]=O+C[CH]CCC_C=O+C=CCCC
2821,2821,CH3(18) + C5H11-1(420) <=> CH4(10) + C5H10-1(423),[CH3]+[CH2]CCCC_C+C=CCCC
2822,2822,CH3(18) + C5H11-2(421) <=> CH4(10) + C5H10-1(423),[CH3]+C[CH]CCC_C+C=CCCC
2823,2823,C2H3(22) + C5H11-1(420) <=> C2H4(11) + C5H10-1(423),[CH]=C+[CH2]CCCC_C=C+C=CCCC
2824,2824,C2H3(22) + C5H11-2(421) <=> C2H4(11) + C5H10-1(423),[CH]=C+C[CH]CCC_C=C+C=CCCC
2825,2825,C3H5-A(94) + C5H11-1(420) <=> C3H6(12) + C5H10-1(423),[CH2]C=C+[CH2]CCCC_C=CC+C=CCCC
2826,2826,C3H5-A(94) + C5H11-2(421) <=> C3H6(12) + C5H10-1(423),[CH2]C=C+C[CH]CCC_C=CC+C=CCCC
2827,2827,H(14) + C5H11-1(420) <=> H2(13) + C5H10-1(423),[H]+[CH2]CCCC_[H][H]+C=CCCC
2828,2828,H(14) + C5H11-2(421) <=> H2(13) + C5H10-1(423),[H]+C[CH]CCC_[H][H]+C=CCCC
2829,2829,CH2CHO(21) + C5H11-1(420) <=> CH3CHO(35) + C5H10-1(423),[CH2]C=O+[CH2]CCCC_CC=O+C=CCCC
2830,2830,CH2CHO(21) + C5H11-2(421) <=> CH3CHO(35) + C5H10-1(423),[CH2]C=O+C[CH]CCC_CC=O+C=CCCC
2831,2831,CH3CO(20) + C5H11-1(420) <=> CH3CHO(35) + C5H10-1(423),C[C]=O+[CH2]CCCC_CC=O+C=CCCC
2832,2832,CH3CO(20) + C5H11-2(421) <=> CH3CHO(35) + C5H10-1(423),C[C]=O+C[CH]CCC_CC=O+C=CCCC
2833,2833,C2H5(33) + C5H11-1(420) <=> C2H6(32) + C5H10-1(423),C[CH2]+[CH2]CCCC_CC+C=CCCC
2834,2834,C2H5(33) + C5H11-2(421) <=> C2H6(32) + C5H10-1(423),C[CH2]+C[CH]CCC_CC+C=CCCC
2835,2835,C5H10-1(423) <=> C2H3(22) + NC3H7(92),C=CCCC_[CH]=C+[CH2]CC
2836,2836,C[C]CCC-2(792) <=> C5H10-2(424),C[C]CCC_CC=CCC
2837,2837,C[C]CCC-2(792) <=> C2H4(11) + C3H6(12),C[C]CCC_C=C+C=CC
2838,2838,CC[C]CC-2(791) <=> C[C]CCC-2(792),CC[C]CC_C[C]CCC
2839,2839,C[C]CCC-2(792) <=> C5H10-1(423),C[C]CCC_C=CCCC
2840,2840,CC[C]CC-2(791) <=> C5H10-1(423),CC[C]CC_C=CCCC
2841,2841,CC[C]CC-2(791) <=> C2H3(22) + NC3H7(92),CC[C]CC_[CH]=C+[CH2]CC
2842,2842,C[C]CCC-2(792) <=> C2H3(22) + NC3H7(92),C[C]CCC_[CH]=C+[CH2]CC
2843,2843,C2H5O2(47) + C5H11-1(420) <=> C2H5O2H(48) + C5H10-1(423),CCO[O]+[CH2]CCCC_CCOO+C=CCCC
2844,2844,C2H5O2(47) + C5H11-2(421) <=> C2H5O2H(48) + C5H10-1(423),CCO[O]+C[CH]CCC_CCOO+C=CCCC
2845,2845,HO2(16) + CHOCHO(63) <=> OH(15) + CO(6) + HOCHO(40),[O]O+O=CC=O_[OH]+[C-]#[O+]+O=CO
2846,2846,CH3CHO(35) + CC(=O)O(1413) <=> CH3CO(20) + C2H5O2(47),CC=O+CC(=O)O_C[C]=O+CCO[O]
2847,2847,HOCHO(40) + C2H5CHO(76) <=> HCO(19) + NC3H7O2(95),O=CO+CCC=O_[CH]=O+CCCO[O]
2848,2848,CH3O2(45) + pentane(1) <=> CH3O2H(46) + C5H11-1(420),CO[O]+CCCCC_COO+[CH2]CCCC
2849,2849,CH3O2(45) + pentane(1) <=> CH3O2H(46) + C5H11-2(421),CO[O]+CCCCC_COO+C[CH]CCC
2850,2850,CH3O2(45) + pentane(1) <=> CH3O2H(46) + C5H11-3(422),CO[O]+CCCCC_COO+CC[CH]CC
2851,2851,CH3O2(45) + C5H11-2(421) <=> CH3O2H(46) + C5H10-2(424),CO[O]+C[CH]CCC_COO+CC=CCC
2852,2852,CH3O2(45) + C5H11-2(421) <=> CH3O2H(46) + C5H10-1(423),CO[O]+C[CH]CCC_COO+C=CCCC
