i,name,SMILES,unique_string
5987,C2H3O(197) + OOCCCCOO(2193) <=> C2H4O(35) + [O]OCCCCOO(961),C[C]=O+OOCCCCOO_CC=O+[O]OCCCCOO,23+305=33+289
5988,COO(94) + C2H3O(197) <=> CO[O](30) + C2H4O(35),COO+C[C]=O_CO[O]+CC=O,23+37=33+36
5989,C2H4O(35) + C[CH]CCOO(223) <=> C2H3O(197) + CCCCOO(225),CC=O+C[CH]CCOO_C[C]=O+CCCCOO,33+70=23+280
5990,C2H4O(35) + [CH2]CCCOO(224) <=> C2H3O(197) + CCCCOO(225),CC=O+[CH2]CCCOO_C[C]=O+CCCCOO,33+71=23+280
5991,C2H4O(35) + [CH2]CCOO(156) <=> C2H3O(197) + CCCOO(152),CC=O+[CH2]CCOO_C[C]=O+CCCOO,33+53=23+275
5992,C2H4O(35) + C4H7O3(198) <=> C2H3O(197) + C4H8O3(179),CC=O+CC([O])=CCOO_C[C]=O+CC(=O)CCOO,33+277=23+78
5993,C2H3O(197) + C4H10O4(5252) <=> C2H4O(35) + C4H9O4(5180),C[C]=O+CC(OO)C(C)OO_CC=O+CC(O[O])C(C)OO,23+316=33+313
5994,C2H3O(197) + C4H9O4(5180) <=> C2H2O(603) + C4H10O4(5252),C[C]=O+CC(O[O])C(C)OO_C=C=O+CC(OO)C(C)OO,23+313=27+316
5995,C2H3O(197) + C4H9O4(5251) <=> C2H2O(603) + C4H10O4(5252),C[C]=O+[CH2]C(OO)C(C)OO_C=C=O+CC(OO)C(C)OO,23+315=27+316
5996,C2H3O(197) + C4H8O3(177) <=> C2H4O(35) + C4H7O3(464),C[C]=O+CC(CC=O)OO_CC=O+CC(C=C[O])OO,23+77=33+284
5997,C2H3O(197) + CCCO[O](63) <=> C2H2O(603) + CCCOO(152),C[C]=O+CCCO[O]_C=C=O+CCCOO,23+51=27+275
5998,C2H3O(197) + [CH2]CCOO(156) <=> C2H2O(603) + CCCOO(152),C[C]=O+[CH2]CCOO_C=C=O+CCCOO,23+53=27+275
5999,C2H4O(35) + C[CH]C(C)OO(72) <=> C2H3O(197) + CCC(C)OO(77),CC=O+C[CH]C(C)OO_C[C]=O+CCC(C)OO,33+272=23+60
6000,C2H3O(197) + C3H4O2(640) <=> C2H4O(35) + C3H3O2(770),C[C]=O+O=C1COC1_CC=O+[O]C1=COC1,23+88=33+287
6001,C2H3O(197) + C3H4O6(7668) <=> C2H4O(35) + C3H3O6(7670),C[C]=O+O=C1C(OO)OC1OO_CC=O+[O]OC1OC(OO)C1=O,23+328=33+329
6002,C2H3O(197) + C3HO3(8462) <=> C2H2O(603) + C3H2O3(7654),C[C]=O+O=C1[C]2OC1O2_C=C=O+O=C1C2OC1O2,23+332=27+327
6003,H(14) + C2H2O(603) <=> C2H3O(197),[H]+C=C=O_C[C]=O,17+27=23
6004,C2H3O(197) + [O]OCCCCOO(961) <=> C2H2O(603) + OOCCCCOO(2193),C[C]=O+[O]OCCCCOO_C=C=O+OOCCCCOO,23+289=27+305
6005,C2H3O(197) + C2H4O4(9737) <=> C2H3O4(9742) + C2H4O(35),C[C]=O+O=C(O)COO_[O]OCC(=O)O+CC=O,23+334=33+335
6006,C2H3O(197) + C2H3O4(9742) <=> C2H2O(603) + C2H4O4(9737),C[C]=O+[O]OCC(=O)O_C=C=O+O=C(O)COO,23+335=27+334
6007,C2HO3(5674) + C2H3O(197) <=> C2H2O(603) + C2H2O3(5906),[O]C(=O)C=O+C[C]=O_C=C=O+O=CC(=O)O,23+318=27+319
6008,C2H3O(197) + C2H3O3(10270) <=> C2H2O3(5906) + C2H4O(35),C[C]=O+[O]CC(=O)O_O=CC(=O)O+CC=O,23+336=33+319
6009,C2H3O(197) + C3H3O6(7670) <=> C2H2O(603) + C3H4O6(7668),C[C]=O+[O]OC1OC(OO)C1=O_C=C=O+O=C1C(OO)OC1OO,23+329=27+328
6010,C2H3O(197) + C4H7O3(13622) <=> C2H2O(603) + C4H8O3(5250),C[C]=O+CC([O])=C(C)OO_C=C=O+CC(=O)C(C)OO,23+338=27+314
6011,C2H4O(35) + C3HO3(8462) <=> C2H3O(197) + C3H2O3(7654),CC=O+O=C1[C]2OC1O2_C[C]=O+O=C1C2OC1O2,33+332=23+327
6012,C2H3O(197) + C3H2O3(7646) <=> C2H4O(35) + C3HO3(15067),C[C]=O+[O]C1=COC1[O]_CC=O+O=C1[CH]OC1=O,23+326=33+340
6013,C2H4O(35) + C4H9O4(5251) <=> C2H3O(197) + C4H10O4(5252),CC=O+[CH2]C(OO)C(C)OO_C[C]=O+CC(OO)C(C)OO,33+315=23+316
6014,C2H4O(35) + C4H7O3(13622) <=> C2H3O(197) + C4H8O3(5250),CC=O+CC([O])=C(C)OO_C[C]=O+CC(=O)C(C)OO,33+338=23+314
6015,C2H2O(603) + C2H4O(35) <=> C2H3O(197) + C2H3O(197),C=C=O+CC=O_C[C]=O+C[C]=O,27+33=23+23
6016,C4H6O2(2141) <=> C2H3O(197) + C2H3O(197),CC(=O)C(C)=O_C[C]=O+C[C]=O,304=23+23
6017,CO(6) + [CH3](22) <=> C2H3O(461),[C-]#[O+]+[CH3]_C=C[O],9+21=24
6018,CO(6) + [CH3](22) <=> O(5) + C2H3(37),[C-]#[O+]+[CH3]_[O]+[CH]=C,9+21=8+25
6019,CO2(7) + C[O](75) <=> O(5) + C2H3O2(3087),O=C=O+C[O]_[O]+[CH2]C(=O)O,10+30=8+306
6020,H(14) + C2H2O3(5906) <=> CO2(7) + C[O](75),[H]+O=CC(=O)O_O=C=O+C[O],17+319=10+30
6021,[CH3](22) + C4H10O4(5252) <=> CH4(10) + C4H9O4(5251),[CH3]+CC(OO)C(C)OO_C+[CH2]C(OO)C(C)OO,21+316=13+315
6022,[CH3](22) + C4H8O3(5250) <=> CH4(10) + C4H7O3(13622),[CH3]+CC(=O)C(C)OO_C+CC([O])=C(C)OO,21+314=13+338
6023,O(5) + C2H4O3(20827) <=> OH(15) + C2H3O3(1621),[O]+CC(=O)OO_[OH]+CC(=O)O[O],8+349=18+182
6024,HO2(16) + C2H3O3(1621) <=> O2(2) + C2H4O3(20827),[O]O+CC(=O)O[O]_[O][O]+CC(=O)OO,19+182=5+349
6025,HO2(16) + C2H4O3(20827) <=> H2O2(17) + C2H3O3(1621),[O]O+CC(=O)OO_OO+CC(=O)O[O],19+349=20+182
6026,C2H3O3(1621) + butane(1) <=> C2H4O3(20827) + C[CH]CC(23),CC(=O)O[O]+CCCC_CC(=O)OO+C[CH]CC,4+182=57+349
6027,C2H4O3(20827) + [CH2]CCC(24) <=> C2H3O3(1621) + butane(1),CC(=O)OO+[CH2]CCC_CC(=O)O[O]+CCCC,56+349=4+182
6028,OH(15) + C2H4O3(20827) <=> H2O(8) + C2H3O3(1621),[OH]+CC(=O)OO_O+CC(=O)O[O],18+349=11+182
6029,CH2O(9) + C2H3O3(1621) <=> CHO(76) + C2H4O3(20827),C=O+CC(=O)O[O]_[CH]=O+CC(=O)OO,12+182=22+349
6030,CH4(10) + C2H3O3(1621) <=> [CH3](22) + C2H4O3(20827),C+CC(=O)O[O]_[CH3]+CC(=O)OO,13+182=21+349
6031,C2H3(37) + C2H4O3(20827) <=> C2H3O3(1621) + C2H4(11),[CH]=C+CC(=O)OO_CC(=O)O[O]+C=C,25+349=14+182
6032,H(14) + C2H4O3(20827) <=> H2(13) + C2H3O3(1621),[H]+CC(=O)OO_[H][H]+CC(=O)O[O],17+349=16+182
6033,C2H3O3(1621) + CCOO(53) <=> C2H4O3(20827) + CCO[O](29),CC(=O)O[O]+CCOO_CC(=O)OO+CCO[O],39+182=38+349
6034,C2H3O3(1621) + CCC(C)OO(77) <=> C2H4O3(20827) + CCC(C)O[O](52),CC(=O)O[O]+CCC(C)OO_CC(=O)OO+CCC(C)O[O],60+182=59+349
6035,C2H4O3(20827) + C[CH]C(C)OO(72) <=> C2H3O3(1621) + CCC(C)OO(77),CC(=O)OO+C[CH]C(C)OO_CC(=O)O[O]+CCC(C)OO,272+349=60+182
6036,C2H4O3(20827) + [CH2]CC(C)OO(74) <=> C2H3O3(1621) + CCC(C)OO(77),CC(=O)OO+[CH2]CC(C)OO_CC(=O)O[O]+CCC(C)OO,72+349=60+182
6037,C2H3O3(1621) + C4H8O3(179) <=> C2H4O3(20827) + C4H7O3(198),CC(=O)O[O]+CC(=O)CCOO_CC(=O)OO+CC([O])=CCOO,78+182=277+349
6038,C2H3O3(1621) + CC(CCOO)OO(182) <=> C2H4O3(20827) + C4H9O4(181),CC(=O)O[O]+CC(CCOO)OO_CC(=O)OO+CC(CCOO)O[O],85+182=73+349
6039,C2H3O3(1621) + CC(CCOO)OO(182) <=> C2H4O3(20827) + C4H9O4(165),CC(=O)O[O]+CC(CCOO)OO_CC(=O)OO+CC(CCO[O])OO,85+182=74+349
6040,C2H3O3(1621) + C4H8O3(177) <=> C2H4O3(20827) + C4H7O3(464),CC(=O)O[O]+CC(CC=O)OO_CC(=O)OO+CC(C=C[O])OO,77+182=284+349
6041,C2H3O3(1621) + C3H4O2(640) <=> C2H4O3(20827) + C3H3O2(770),CC(=O)O[O]+O=C1COC1_CC(=O)OO+[O]C1=COC1,88+182=287+349
6042,C2H3O3(1621) + CCCCOO(225) <=> C2H4O3(20827) + CCCCO[O](215),CC(=O)O[O]+CCCCOO_CC(=O)OO+CCCCO[O],182+280=58+349
6043,C2H3O3(1621) + CCCCOO(225) <=> C2H4O3(20827) + C[CH]CCOO(223),CC(=O)O[O]+CCCCOO_CC(=O)OO+C[CH]CCOO,182+280=70+349
6044,C2H4O3(20827) + [CH2]CCCOO(224) <=> C2H3O3(1621) + CCCCOO(225),CC(=O)OO+[CH2]CCCOO_CC(=O)O[O]+CCCCOO,71+349=182+280
6045,C2H3O3(1621) + C2H4O(35) <=> C2H3O(461) + C2H4O3(20827),CC(=O)O[O]+CC=O_C=C[O]+CC(=O)OO,33+182=24+349
6046,C2H3O3(1621) + C2H4O(35) <=> C2H3O(197) + C2H4O3(20827),CC(=O)O[O]+CC=O_C[C]=O+CC(=O)OO,33+182=23+349
6047,C2H3O3(1621) + CC(28) <=> C2H4O3(20827) + C[CH2](20),CC(=O)O[O]+CC_CC(=O)OO+C[CH2],31+182=32+349
6048,COO(94) + C2H3O3(1621) <=> CO[O](30) + C2H4O3(20827),COO+CC(=O)O[O]_CO[O]+CC(=O)OO,37+182=36+349
6049,C[O](75) + C2H3O3(1621) <=> CH2O(9) + C2H4O3(20827),C[O]+CC(=O)O[O]_C=O+CC(=O)OO,30+182=12+349
6050,C2H3O3(1621) + C4H10O4(5252) <=> C2H4O3(20827) + C4H9O4(5180),CC(=O)O[O]+CC(OO)C(C)OO_CC(=O)OO+CC(O[O])C(C)OO,182+316=313+349
6051,C2H4O3(20827) + C4H9O4(5251) <=> C2H3O3(1621) + C4H10O4(5252),CC(=O)OO+[CH2]C(OO)C(C)OO_CC(=O)O[O]+CC(OO)C(C)OO,315+349=182+316
6052,C2H3O3(1621) + CCCOO(152) <=> C2H4O3(20827) + CCCO[O](63),CC(=O)O[O]+CCCOO_CC(=O)OO+CCCO[O],182+275=51+349
6053,C2H4O3(20827) + [CH2]CCOO(156) <=> C2H3O3(1621) + CCCOO(152),CC(=O)OO+[CH2]CCOO_CC(=O)O[O]+CCCOO,53+349=182+275
6054,C2H4O3(20827) + C3HO3(8462) <=> C2H3O3(1621) + C3H2O3(7654),CC(=O)OO+O=C1[C]2OC1O2_CC(=O)O[O]+O=C1C2OC1O2,332+349=182+327
6055,C2H3O3(1621) + OOCCCCOO(2193) <=> C2H4O3(20827) + [O]OCCCCOO(961),CC(=O)O[O]+OOCCCCOO_CC(=O)OO+[O]OCCCCOO,182+305=289+349
6056,C2H3O3(1621) + C2H4O(467) <=> C2H3O(461) + C2H4O3(20827),CC(=O)O[O]+C=CO_C=C[O]+CC(=O)OO,112+182=24+349
6057,C2H3O3(1621) + C2H4O4(9737) <=> C2H3O4(9742) + C2H4O3(20827),CC(=O)O[O]+O=C(O)COO_[O]OCC(=O)O+CC(=O)OO,182+334=335+349
6058,C2HO3(5674) + C2H4O3(20827) <=> C2H2O3(5906) + C2H3O3(1621),[O]C(=O)C=O+CC(=O)OO_O=CC(=O)O+CC(=O)O[O],318+349=182+319
6059,C2H3O3(1621) + C3H4O6(7668) <=> C2H4O3(20827) + C3H3O6(7670),CC(=O)O[O]+O=C1C(OO)OC1OO_CC(=O)OO+[O]OC1OC(OO)C1=O,182+328=329+349
6060,C2H3O3(1621) + C4H8O3(5250) <=> C2H4O3(20827) + C4H7O3(13622),CC(=O)O[O]+CC(=O)C(C)OO_CC(=O)OO+CC([O])=C(C)OO,182+314=338+349
6061,CHO(76) + C2H3O3(1621) <=> CO(6) + C2H4O3(20827),[CH]=O+CC(=O)O[O]_[C-]#[O+]+CC(=O)OO,22+182=9+349
6062,C2H3O3(1621) + C[CH2](20) <=> C2H4(11) + C2H4O3(20827),CC(=O)O[O]+C[CH2]_C=C+CC(=O)OO,32+182=14+349
6063,C2H3O3(1621) + [CH2]CC(21) <=> C2H4O3(20827) + C3H6(12),CC(=O)O[O]+[CH2]CC_CC(=O)OO+C=CC,48+182=15+349
6064,C2H3O3(1621) + C[CH]C(42) <=> C2H4O3(20827) + C3H6(12),CC(=O)O[O]+C[CH]C_CC(=O)OO+C=CC,49+182=15+349
6065,C2H3O3(1621) + CC(CC[O])OO(167) <=> C2H4O3(20827) + C4H8O3(177),CC(=O)O[O]+CC(CC[O])OO_CC(=O)OO+CC(CC=O)OO,84+182=77+349
6066,C2H3O3(1621) + [CH2]CCC(24) <=> C2H4O3(20827) + C4H8(47),CC(=O)O[O]+[CH2]CCC_CC(=O)OO+C=CCC,56+182=61+349
6067,C2H3O3(1621) + C[CH]CC(23) <=> C2H4O3(20827) + C4H8(47),CC(=O)O[O]+C[CH]CC_CC(=O)OO+C=CCC,57+182=61+349
6068,C2H3O3(1621) + C[CH]CC(23) <=> C2H4O3(20827) + C4H8(46),CC(=O)O[O]+C[CH]CC_CC(=O)OO+CC=CC,57+182=62+349
6069,C2H3O3(1621) + O[CH]CCCOO(1028) <=> C2H4O3(20827) + C4H8O3(1060),CC(=O)O[O]+O[CH]CCCOO_CC(=O)OO+O=CCCCOO,182+294=296+349
6070,C2H3O3(1621) + [O]CCCCOO(1029) <=> C2H4O3(20827) + C4H8O3(1060),CC(=O)O[O]+[O]CCCCOO_CC(=O)OO+O=CCCCOO,182+295=296+349
6071,C2H3O3(1621) + O[CH]CCOO(1188) <=> C2H4O3(20827) + C3H6O3(453),CC(=O)O[O]+O[CH]CCOO_CC(=O)OO+O=CCCOO,182+300=282+349
6072,C2H3O(197) + C2H3O3(1621) <=> C2H2O(603) + C2H4O3(20827),C[C]=O+CC(=O)O[O]_C=C=O+CC(=O)OO,23+182=27+349
6073,C2H3O(461) + C2H3O3(1621) <=> C2H2O(603) + C2H4O3(20827),C=C[O]+CC(=O)O[O]_C=C=O+CC(=O)OO,24+182=27+349
6074,C2H3O3(1621) + CC[O](31) <=> C2H4O(35) + C2H4O3(20827),CC(=O)O[O]+CC[O]_CC=O+CC(=O)OO,40+182=33+349
6075,C2H3O3(1621) + C2H3O3(10270) <=> C2H2O3(5906) + C2H4O3(20827),CC(=O)O[O]+[O]CC(=O)O_O=CC(=O)O+CC(=O)OO,182+336=319+349
6076,C2H4O3(20827) <=> HO2(16) + C2H3O(197),CC(=O)OO_[O]O+C[C]=O,349=19+23
6077,C2H4O3(20827) <=> H(14) + C2H3O3(1621),CC(=O)OO_[H]+CC(=O)O[O],349=17+182
6078,HO2(16) + C3H5(56) <=> O2(2) + C3H6(12),[O]O+[CH2]C=C_[O][O]+C=CC,19+50=5+15
6079,H(14) + C3H5(56) <=> C3H6(12),[H]+[CH2]C=C_C=CC,17+50=15
6080,H2O2(17) + C3H5(56) <=> HO2(16) + C3H6(12),OO+[CH2]C=C_[O]O+C=CC,20+50=15+19
6081,CC(28) + C3H5(56) <=> C[CH2](20) + C3H6(12),CC+[CH2]C=C_C[CH2]+C=CC,31+50=15+32
6082,C3H6(12) + C[CH]CC(23) <=> C3H5(56) + butane(1),C=CC+C[CH]CC_[CH2]C=C+CCCC,15+57=4+50
6083,CCOO(53) + C3H5(56) <=> CCO[O](29) + C3H6(12),CCOO+[CH2]C=C_CCO[O]+C=CC,39+50=15+38
6084,C3H5(56) + CCC(C)OO(77) <=> C3H6(12) + CCC(C)O[O](52),[CH2]C=C+CCC(C)OO_C=CC+CCC(C)O[O],50+60=15+59
6085,C3H5(56) + CCCCOO(225) <=> C3H6(12) + CCCCO[O](215),[CH2]C=C+CCCCOO_C=CC+CCCCO[O],50+280=15+58
6086,COO(94) + C3H5(56) <=> CO[O](30) + C3H6(12),COO+[CH2]C=C_CO[O]+C=CC,37+50=15+36
6087,C2H4(11) + C2H4(11) <=> [CH3](22) + C3H5(56),C=C+C=C_[CH3]+[CH2]C=C,14+14=21+50
6088,C3H5(56) + O[CH]CCCOO(1028) <=> C3H6(12) + C4H8O3(1060),[CH2]C=C+O[CH]CCCOO_C=CC+O=CCCCOO,50+294=15+296
6089,C3H5(56) + [O]CCCCOO(1029) <=> C3H6(12) + C4H8O3(1060),[CH2]C=C+[O]CCCCOO_C=CC+O=CCCCOO,50+295=15+296
6090,C3H5(56) + O[CH]CCOO(1188) <=> C3H6(12) + C3H6O3(453),[CH2]C=C+O[CH]CCOO_C=CC+O=CCCOO,50+300=15+282
6091,C3H5(56) + OOCCCCOO(2193) <=> C3H6(12) + [O]OCCCCOO(961),[CH2]C=C+OOCCCCOO_C=CC+[O]OCCCCOO,50+305=15+289
6092,C3H5(56) + CCCOO(152) <=> C3H6(12) + CCCO[O](63),[CH2]C=C+CCCOO_C=CC+CCCO[O],50+275=15+51
6093,C3H6(12) + [CH2]CCC(24) <=> C3H5(56) + butane(1),C=CC+[CH2]CCC_[CH2]C=C+CCCC,15+56=4+50
6094,C3H6(12) + C[CH]CCOO(223) <=> C3H5(56) + CCCCOO(225),C=CC+C[CH]CCOO_[CH2]C=C+CCCCOO,15+70=50+280
6095,C3H6(12) + C4H7O3(198) <=> C3H5(56) + C4H8O3(179),C=CC+CC([O])=CCOO_[CH2]C=C+CC(=O)CCOO,15+277=50+78
6096,[CH3](22) + C3H5(56) <=> C4H8(46),[CH3]+[CH2]C=C_CC=CC,21+50=62
6097,C[C]CC-2(474) <=> [CH3](22) + C3H5(56),C[C]CC_[CH3]+[CH2]C=C,285=21+50
6098,C3H5(56) + C4H10O4(5252) <=> C3H6(12) + C4H9O4(5180),[CH2]C=C+CC(OO)C(C)OO_C=CC+CC(O[O])C(C)OO,50+316=15+313
6099,C3H5(56) + C4H8O3(177) <=> C3H6(12) + C4H7O3(464),[CH2]C=C+CC(CC=O)OO_C=CC+CC(C=C[O])OO,50+77=15+284
6100,H(14) + C3H5(56) <=> C[C]C(59),[H]+[CH2]C=C_C[C]C,17+50=271
6101,C3H4O2(640) + C3H5(56) <=> C3H3O2(770) + C3H6(12),O=C1COC1+[CH2]C=C_[O]C1=COC1+C=CC,50+88=15+287
6102,C3H4O6(7668) + C3H5(56) <=> C3H3O6(7670) + C3H6(12),O=C1C(OO)OC1OO+[CH2]C=C_[O]OC1OC(OO)C1=O+C=CC,50+328=15+329
6103,C2H4O4(9737) + C3H5(56) <=> C2H3O4(9742) + C3H6(12),O=C(O)COO+[CH2]C=C_[O]OCC(=O)O+C=CC,50+334=15+335
6104,C3H6(12) + [CH2]CCCOO(224) <=> C3H5(56) + CCCCOO(225),C=CC+[CH2]CCCOO_[CH2]C=C+CCCCOO,15+71=50+280
6105,C2H3O3(10270) + C3H5(56) <=> C2H2O3(5906) + C3H6(12),[O]CC(=O)O+[CH2]C=C_O=CC(=O)O+C=CC,50+336=15+319
6106,C2H2O3(5906) + C3H6(12) <=> C2H3O3(10270) + C3H5(56),O=CC(=O)O+C=CC_[O]CC(=O)O+[CH2]C=C,15+319=50+336
6107,C3HO3(8462) + C3H6(12) <=> C3H2O3(7654) + C3H5(56),O=C1[C]2OC1O2+C=CC_O=C1C2OC1O2+[CH2]C=C,15+332=50+327
6108,C3H2O3(7646) + C3H5(56) <=> C3HO3(15067) + C3H6(12),[O]C1=COC1[O]+[CH2]C=C_O=C1[CH]OC1=O+C=CC,50+326=15+340
6109,C3H6(12) + C4H7O3(13622) <=> C3H5(56) + C4H8O3(5250),C=CC+CC([O])=C(C)OO_[CH2]C=C+CC(=O)C(C)OO,15+338=50+314
6110,C2H3O3(1621) + C3H6(12) <=> C2H4O3(20827) + C3H5(56),CC(=O)O[O]+C=CC_CC(=O)OO+[CH2]C=C,15+182=50+349
6111,O2(2) + [CH2]CCO(1016) <=> H2O(8) + C3H5O2(1181),[O][O]+[CH2]CCO_O+C=CCO[O],5+292=11+95
6112,H2O(8) + C3H5O2(1181) <=> [O]OCCCO(1180),O+C=CCO[O]_[O]OCCCO,11+95=299
6113,O[CH]CCOO(1188) <=> H2O(8) + C3H5O2(1181),O[CH]CCOO_O+C=CCO[O],300=11+95
6114,[CH3](22) + C3H5(56) <=> C2H3(37) + C[CH2](20),[CH3]+[CH2]C=C_[CH]=C+C[CH2],21+50=25+32
6115,H(14) + C3H6O3(453) <=> H2O(8) + C3H5O2(1181),[H]+O=CCCOO_O+C=CCO[O],17+282=11+95
6116,C3H6(12) + C[CH]C(C)OO(72) <=> C3H5(56) + CCC(C)OO(77),C=CC+C[CH]C(C)OO_[CH2]C=C+CCC(C)OO,15+272=50+60
6117,C2HO3(5674) + C3H6(12) <=> C2H2O3(5906) + C3H5(56),[O]C(=O)C=O+C=CC_O=CC(=O)O+[CH2]C=C,15+318=50+319
6118,OH(15) + [CH3](22) <=> H(14) + C[O](75),[OH]+[CH3]_[H]+C[O],18+21=17+30
6119,OH(15) + C2H2O(603) <=> C2H3O2(8839),[OH]+C=C=O_CC([O])=O,18+27=183
6120,C2H3O2(8839) <=> C2H3O2(3087),CC([O])=O_[CH2]C(=O)O,183=306
6121,C2H3O2(3087) + C2H4O(35) <=> C2H3O2(8839) + C2H4O(35),[CH2]C(=O)O+CC=O_CC([O])=O+CC=O,33+306=33+183
6122,C2H2O(603) + C2H3O2(3087) <=> C2H2O(603) + C2H3O2(8839),C=C=O+[CH2]C(=O)O_C=C=O+CC([O])=O,27+306=27+183
6123,CH2O(9) + C2H3O2(3087) <=> CH2O(9) + C2H3O2(8839),C=O+[CH2]C(=O)O_C=O+CC([O])=O,12+306=12+183
6124,O2(2) + C2H3O(197) <=> O(5) + C2H3O2(8839),[O][O]+C[C]=O_[O]+CC([O])=O,5+23=8+183
6125,C2H4O3(20827) <=> OH(15) + C2H3O2(8839),CC(=O)OO_[OH]+CC([O])=O,349=18+183
6126,OH(15) + C2H2O(603) <=> O(5) + C2H3O(197),[OH]+C=C=O_[O]+C[C]=O,18+27=8+23
6127,C2H3O2(3087) <=> O(5) + C2H3O(197),[CH2]C(=O)O_[O]+C[C]=O,306=8+23
6128,C2H3O2(3087) <=> CO2(7) + [CH3](22),[CH2]C(=O)O_O=C=O+[CH3],306=10+21
6129,CO2(7) + [CH3](22) <=> O(5) + C2H3O(197),O=C=O+[CH3]_[O]+C[C]=O,10+21=8+23
6130,C4H8O(978) <=> C4H8O(159),C[CH]C(C)[O]_[CH2]CC(C)[O],290=82
6131,C3H2O3(5621) <=> CO2(7) + C2H2O(603),O=[C][CH]OC=O_O=C=O+C=C=O,317=10+27
6132,C3H2O3(5621) <=> C3H2O3(7654),O=[C][CH]OC=O_O=C1C2OC1O2,317=327
6133,C3H2O3(7646) <=> C3H2O3(5621),[O]C1=COC1[O]_O=[C][CH]OC=O,326=317
6134,C3H2O3(7646) <=> CO2(7) + C2H2O(603),[O]C1=COC1[O]_O=C=O+C=C=O,326=10+27
6135,C3H2O3(7654) <=> CO2(7) + C2H2O(603),O=C1C2OC1O2_O=C=O+C=C=O,327=10+27
6136,CO2(7) + C2H2O(603) <=> H(14) + C3HO3(15067),O=C=O+C=C=O_[H]+O=C1[CH]OC1=O,10+27=17+340
6137,CO2(7) + C2H2O(603) <=> H(14) + C3HO3(8462),O=C=O+C=C=O_[H]+O=C1[C]2OC1O2,10+27=17+332
6138,C3H2O3(5621) <=> H(14) + C3HO3(15067),O=[C][CH]OC=O_[H]+O=C1[CH]OC1=O,317=17+340
6139,C3H2O3(5621) <=> H(14) + C3HO3(8462),O=[C][CH]OC=O_[H]+O=C1[C]2OC1O2,317=17+332
6140,C3H2O3(3892) <=> CO2(7) + C2H2O(603),O=C=COC=O_O=C=O+C=C=O,307=10+27
6141,C3H2O3(7654) <=> C3H2O3(3892),O=C1C2OC1O2_O=C=COC=O,327=307
6142,C3H2O3(7646) <=> C3H2O3(3892),[O]C1=COC1[O]_O=C=COC=O,326=307
6143,C3H2O3(5621) <=> C3H2O3(3892),O=[C][CH]OC=O_O=C=COC=O,317=307
6144,C2H4O(35) + C3H2O3(3892) <=> C2H4O(35) + C3H2O3(5621),CC=O+O=C=COC=O_CC=O+O=[C][CH]OC=O,33+307=33+317
6145,CH2O(9) + C3H2O3(3892) <=> CH2O(9) + C3H2O3(5621),C=O+O=C=COC=O_C=O+O=[C][CH]OC=O,12+307=12+317
6146,O2(2) + C3H2O3(3892) <=> O2(2) + C3H2O3(5621),[O][O]+O=C=COC=O_[O][O]+O=[C][CH]OC=O,5+307=5+317
6147,CH2O(9) + C3H2O3(3892) <=> CO2(7) + C3H4O2(633),C=O+O=C=COC=O_O=C=O+C=C([O])C[O],12+307=10+89
6148,C2H2O(603) + C3H2O3(3892) <=> C2H2O(603) + C3H2O3(5621),C=C=O+O=C=COC=O_C=C=O+O=[C][CH]OC=O,27+307=27+317
6149,C2H4(11) + C3H2O3(3892) <=> C2H4(11) + C3H2O3(5621),C=C+O=C=COC=O_C=C+O=[C][CH]OC=O,14+307=14+317
6150,C2H3(37) + C[CH]C(C)OO(72) <=> C#C(1267) + CCC(C)OO(77),[CH]=C+C[CH]C(C)OO_C#C+CCC(C)OO,25+272=28+60
6151,C2H3(37) + C4H7O3(198) <=> C#C(1267) + C4H8O3(179),[CH]=C+CC([O])=CCOO_C#C+CC(=O)CCOO,25+277=28+78
6152,C2H3(37) + C4H7O3(464) <=> C#C(1267) + C4H8O3(177),[CH]=C+CC(C=C[O])OO_C#C+CC(CC=O)OO,25+284=28+77
6153,C2H3(37) + C3H3O2(770) <=> C#C(1267) + C3H4O2(640),[CH]=C+[O]C1=COC1_C#C+O=C1COC1,25+287=28+88
6154,C2H3(37) + CCCCO[O](215) <=> C#C(1267) + CCCCOO(225),[CH]=C+CCCCO[O]_C#C+CCCCOO,25+58=28+280
6155,C2H3(37) + C[CH]CCOO(223) <=> C#C(1267) + CCCCOO(225),[CH]=C+C[CH]CCOO_C#C+CCCCOO,25+70=28+280
6156,C2H3(37) + [CH2]CCCOO(224) <=> C#C(1267) + CCCCOO(225),[CH]=C+[CH2]CCCOO_C#C+CCCCOO,25+71=28+280
6157,O2(2) + C3H2O3(3892) <=> C3H2O5(23581),[O][O]+O=C=COC=O_O=COC1OOC1=O,5+307=350
6158,C2H3(37) + C4H9O4(5180) <=> C#C(1267) + C4H10O4(5252),[CH]=C+CC(O[O])C(C)OO_C#C+CC(OO)C(C)OO,25+313=28+316
6159,C2H3(37) + C4H9O4(5251) <=> C#C(1267) + C4H10O4(5252),[CH]=C+[CH2]C(OO)C(C)OO_C#C+CC(OO)C(C)OO,25+315=28+316
6160,C2H3(37) + C4H7O3(13622) <=> C#C(1267) + C4H8O3(5250),[CH]=C+CC([O])=C(C)OO_C#C+CC(=O)C(C)OO,25+338=28+314
6161,C2H(4) + O[CH]CCCOO(1028) <=> C#C(1267) + C4H8O3(1060),[C]#C+O[CH]CCCOO_C#C+O=CCCCOO,7+294=28+296
