i,name,SMILES,unique_string
14115,C3H5O(307) + [O]CCC1CO1(386) <=> C3H6O(438) + C4H6O2(1469),C=C(C)[O]+[O]CCC1CO1_C=C(C)O+O=CCC1CO1,43+1247=869+1248
14116,C4H7O2(304) + CC(CCOO)OO(121) <=> C4H8O2(401) + C4H9O4(118),CC(=O)CC[O]+CC(CCOO)OO_CC(=O)CCO+[CH2]C(CCOO)OO,85+86=868+1245
14117,C4H7O2(304) + CC([O])CCOO(105) <=> C4H8O2(401) + C4H8O3(116),CC(=O)CC[O]+CC([O])CCOO_CC(=O)CCO+CC(=O)CCOO,86+1113=78+868
14118,C4H7O2(304) + [O]CCC1CO1(386) <=> C4H6O2(1469) + C4H8O2(401),CC(=O)CC[O]+[O]CCC1CO1_O=CCC1CO1+CC(=O)CCO,86+1247=868+1248
14119,OOCCCOO(182) + C4H7O2(304) <=> [O]OCCCOO(104) + C4H8O2(401),OOCCCOO+CC(=O)CC[O]_[O]OCCCOO+CC(=O)CCO,86+1531=276+868
14120,C4H9O4(118) + CCCCOO(226)(29) <=> C4H9O2(30) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+CCCCOO_CCCCO[O]+CC(CCOO)OO,280+1245=58+85
14121,C4H9O4(118) + CCCCOO(226)(29) <=> [CH2]CCCOO(68) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+CCCCOO_[CH2]CCCOO+CC(CCOO)OO,280+1245=71+85
14122,C4H9O4(118) + CCCCOO(226)(29) <=> C[CH]CCOO(67) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+CCCCOO_C[CH]CCOO+CC(CCOO)OO,280+1245=70+85
14123,OOCCCOO(182) + C4H9O2(30) <=> [O]OCCCOO(104) + CCCCOO(226)(29),OOCCCOO+CCCCO[O]_[O]OCCCOO+CCCCOO,58+1531=276+280
14124,OOCCCOO(182) + C[CH]CCOO(67) <=> [O]OCCCOO(104) + CCCCOO(226)(29),OOCCCOO+C[CH]CCOO_[O]OCCCOO+CCCCOO,70+1531=276+280
14125,OOCCCOO(182) + [CH2]CCCOO(68) <=> [O]OCCCOO(104) + CCCCOO(226)(29),OOCCCOO+[CH2]CCCOO_[O]OCCCOO+CCCCOO,71+1531=276+280
14126,[O]CCC1CO1(386) + C4H9O2(30) <=> C4H6O2(1469) + CCCCOO(226)(29),[O]CCC1CO1+CCCCO[O]_O=CCC1CO1+CCCCOO,58+1247=280+1248
14127,[O]CCC1CO1(386) + C[CH]CCOO(67) <=> C4H6O2(1469) + CCCCOO(226)(29),[O]CCC1CO1+C[CH]CCOO_O=CCC1CO1+CCCCOO,70+1247=280+1248
14128,[O]CCC1CO1(386) + [CH2]CCCOO(68) <=> C4H6O2(1469) + CCCCOO(226)(29),[O]CCC1CO1+[CH2]CCCOO_O=CCC1CO1+CCCCOO,71+1247=280+1248
14129,H(14) + OOCCCOO(182) <=> H2(13) + [O]OCCCOO(104),[H]+OOCCCOO_[H][H]+[O]OCCCOO,17+1531=16+276
14130,CH4(10) + [O]OCCCOO(104) <=> [CH3](36) + OOCCCOO(182),C+[O]OCCCOO_[CH3]+OOCCCOO,13+276=21+1531
14131,C4H7O2(304) + CCCCOO(226)(29) <=> C4H8O2(401) + C[CH]CCOO(67),CC(=O)CC[O]+CCCCOO_CC(=O)CCO+C[CH]CCOO,86+280=70+868
14132,[CH2]CCCO(3752) + C4H9O4(118) <=> C4H8O(510) + CC(CCOO)OO(121),[CH2]CCCO+[CH2]C(CCOO)OO_C=CCCO+CC(CCOO)OO,291+1245=85+382
14133,C[CH2](20)(18) + C4H8O2(401) <=> CC(23) + C4H7O2(304),C[CH2]+CC(=O)CCO_CC+CC(=O)CC[O],32+868=31+86
14134,C4H6O2(1469) <=> C4H6O2(4683),O=CCC1CO1_O=CCCC=O,1248=369
14135,[O]OCCCOO(104) + [CH2]CCCO(3752) <=> OOCCCOO(182) + C4H8O(510),[O]OCCCOO+[CH2]CCCO_OOCCCOO+C=CCCO,276+291=382+1531
14136,C4H7O2(304) + [CH2]CCCO(3752) <=> C4H8O(510) + C4H8O2(401),CC(=O)CC[O]+[CH2]CCCO_C=CCCO+CC(=O)CCO,86+291=382+868
14137,O[CH]CCCOO(1325) + C4H9O4(118) <=> C4H8O3(194) + CC(CCOO)OO(121),O[CH]CCCOO+[CH2]C(CCOO)OO_O=CCCCOO+CC(CCOO)OO,294+1245=85+296
14138,[O]OCCCOO(104) + O[CH]CCCOO(1325) <=> OOCCCOO(182) + C4H8O3(194),[O]OCCCOO+O[CH]CCCOO_OOCCCOO+O=CCCCOO,276+294=296+1531
14139,[O]CCCCOO(187) + CC(CCOO)OO(121) <=> C4H9O4(186) + OCCCCOO(1331),[O]CCCCOO+CC(CCOO)OO_C[C](CCOO)OO+OCCCCOO,85+295=76+364
14140,[O]CCCCOO(187) + CC(CCOO)OO(121) <=> C4H9O4(118) + OCCCCOO(1331),[O]CCCCOO+CC(CCOO)OO_[CH2]C(CCOO)OO+OCCCCOO,85+295=364+1245
14141,C4H9O4(118) + OCCCCOO(1331) <=> [O]OCCCCO(1329) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+OCCCCOO_[O]OCCCCO+CC(CCOO)OO,364+1245=85+293
14142,OOCCCOO(182) + [O]OCCCCO(1329) <=> [O]OCCCOO(104) + OCCCCOO(1331),OOCCCOO+[O]OCCCCO_[O]OCCCOO+OCCCCOO,293+1531=276+364
14143,C3H6O(438) + [O]OCCCCO(1329) <=> C3H5O(307) + OCCCCOO(1331),C=C(C)O+[O]OCCCCO_C=C(C)[O]+OCCCCOO,293+869=43+364
14144,C4H7O2(304) + OCCCCOO(1331) <=> C4H8O2(401) + [O]OCCCCO(1329),CC(=O)CC[O]+OCCCCOO_CC(=O)CCO+[O]OCCCCO,86+364=293+868
14145,C3H6O(438) + [O]CCCCOO(187) <=> C3H5O(307) + OCCCCOO(1331),C=C(C)O+[O]CCCCOO_C=C(C)[O]+OCCCCOO,295+869=43+364
14146,C3H6O(438) + O[CH]CCCOO(1325) <=> C3H5O(307) + OCCCCOO(1331),C=C(C)O+O[CH]CCCOO_C=C(C)[O]+OCCCCOO,294+869=43+364
14147,OOCCCOO(182) + [O]CCCCOO(187) <=> [O]OCCCOO(104) + OCCCCOO(1331),OOCCCOO+[O]CCCCOO_[O]OCCCOO+OCCCCOO,295+1531=276+364
14148,OOCCCOO(182) + O[CH]CCCOO(1325) <=> [O]OCCCOO(104) + OCCCCOO(1331),OOCCCOO+O[CH]CCCOO_[O]OCCCOO+OCCCCOO,294+1531=276+364
14149,[O]CCC1CO1(386) + [O]CCCCOO(187) <=> C4H6O2(1469) + OCCCCOO(1331),[O]CCC1CO1+[O]CCCCOO_O=CCC1CO1+OCCCCOO,295+1247=364+1248
14150,[O]CCC1CO1(386) + [O]OCCCCO(1329) <=> C4H6O2(1469) + OCCCCOO(1331),[O]CCC1CO1+[O]OCCCCO_O=CCC1CO1+OCCCCOO,293+1247=364+1248
14151,[O]CCC1CO1(386) + O[CH]CCCOO(1325) <=> C4H6O2(1469) + OCCCCOO(1331),[O]CCC1CO1+O[CH]CCCOO_O=CCC1CO1+OCCCCOO,294+1247=364+1248
14152,C7H12O3(6615) <=> C3H6O(438) + C4H6O2(1469),CC(=O)CC(O)CC1CO1_C=C(C)O+O=CCC1CO1,1537=869+1248
14153,C2H3(37) + OOCCCOO(182) <=> C2H4(11) + [O]OCCCOO(104),[CH]=C+OOCCCOO_C=C+[O]OCCCOO,25+1531=14+276
14154,H(14) + CC(CCOO)OO(121) <=> H2(13) + C4H9O4(186),[H]+CC(CCOO)OO_[H][H]+C[C](CCOO)OO,17+85=16+76
14155,H(14) + CC(CCOO)OO(121) <=> H2(13) + C4H9O4(118),[H]+CC(CCOO)OO_[H][H]+[CH2]C(CCOO)OO,17+85=16+1245
14156,C4H9O4(186) + OCCCCOO(1331) <=> O[CH]CCCOO(1325) + CC(CCOO)OO(121),C[C](CCOO)OO+OCCCCOO_O[CH]CCCOO+CC(CCOO)OO,76+364=85+294
14157,C4H9O4(118) + OCCCCOO(1331) <=> O[CH]CCCOO(1325) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+OCCCCOO_O[CH]CCCOO+CC(CCOO)OO,364+1245=85+294
14158,C2H3(37) + C4H9O4(118) <=> C#C(3896) + CC(CCOO)OO(121),[CH]=C+[CH2]C(CCOO)OO_C#C+CC(CCOO)OO,25+1245=28+85
14159,C2H(4) + CC([O])CCOO(105) <=> C#C(3896) + C4H8O3(116),[C]#C+CC([O])CCOO_C#C+CC(=O)CCOO,7+1113=28+78
14160,C2H3(37) + [O]OCCCOO(104) <=> C#C(3896) + OOCCCOO(182),[CH]=C+[O]OCCCOO_C#C+OOCCCOO,25+276=28+1531
14161,C2H(4) + [O]CCC1CO1(386) <=> C#C(3896) + C4H6O2(1469),[C]#C+[O]CCC1CO1_C#C+O=CCC1CO1,7+1247=28+1248
14162,C2H3(37) + C4H7O2(304) <=> C#C(3896) + C4H8O2(401),[CH]=C+CC(=O)CC[O]_C#C+CC(=O)CCO,25+86=28+868
14163,C2H3(37) + [O]CCCCOO(187) <=> C#C(3896) + OCCCCOO(1331),[CH]=C+[O]CCCCOO_C#C+OCCCCOO,25+295=28+364
14164,C2H3(37) + [O]OCCCCO(1329) <=> C#C(3896) + OCCCCOO(1331),[CH]=C+[O]OCCCCO_C#C+OCCCCOO,25+293=28+364
14165,C2H3(37) + O[CH]CCCOO(1325) <=> C#C(3896) + OCCCCOO(1331),[CH]=C+O[CH]CCCOO_C#C+OCCCCOO,25+294=28+364
14166,[O]CCCCOO(187) <=> OH(15) + C4H8O2(1328),[O]CCCCOO_[OH]+O=CCCCO,295=18+1534
14167,H(14) + C4H8O2(1328) <=> H2(13) + C4H7O2(1340),[H]+O=CCCCO_[H][H]+[O]CCCC=O,17+1534=16+297
14168,OH(15) + C4H8O2(1328) <=> H2O(8) + C4H7O2(1340),[OH]+O=CCCCO_O+[O]CCCC=O,18+1534=11+297
14169,O(5) + C4H8O2(1328) <=> OH(15) + C4H7O2(1340),[O]+O=CCCCO_[OH]+[O]CCCC=O,8+1534=18+297
14170,HO2(16) + C4H7O2(1340) <=> O2(2) + C4H8O2(1328),[O]O+[O]CCCC=O_[O][O]+O=CCCCO,19+297=5+1534
14171,HO2(16) + C4H8O2(1328) <=> H2O2(17) + C4H7O2(1340),[O]O+O=CCCCO_OO+[O]CCCC=O,19+1534=20+297
14172,C4H7O2(1340) + butane(1) <=> C4H8O2(1328) + C[CH]CC(23)(24),[O]CCCC=O+CCCC_O=CCCCO+C[CH]CC,4+297=57+1534
14173,C4H7O2(1340) + butane(1) <=> C4H8O2(1328) + [CH2]CCC(24)(19),[O]CCCC=O+CCCC_O=CCCCO+[CH2]CCC,4+297=56+1534
14174,CH4(10) + C4H7O2(1340) <=> [CH3](36) + C4H8O2(1328),C+[O]CCCC=O_[CH3]+O=CCCCO,13+297=21+1534
14175,C2H3(37) + C4H8O2(1328) <=> C2H4(11) + C4H7O2(1340),[CH]=C+O=CCCCO_C=C+[O]CCCC=O,25+1534=14+297
14176,C4H7O2(1340) + [CH2]CCC(24)(19) <=> C4H8(47)(20) + C4H8O2(1328),[O]CCCC=O+[CH2]CCC_C=CCC+O=CCCCO,56+297=61+1534
14177,C[CH2](20)(18) + C4H7O2(1340) <=> C2H4(11) + C4H8O2(1328),C[CH2]+[O]CCCC=O_C=C+O=CCCCO,32+297=14+1534
14178,C4H7O2(1340) + C[CH]CC(23)(24) <=> C4H8(126) + C4H8O2(1328),[O]CCCC=O+C[CH]CC_CC=CC+O=CCCCO,57+297=62+1534
14179,C4H7O2(1340) + C[CH]CC(23)(24) <=> C4H8(47)(20) + C4H8O2(1328),[O]CCCC=O+C[CH]CC_C=CCC+O=CCCCO,57+297=61+1534
14180,C4H7O2(1340) + CC(CCOO)OO(121) <=> C4H8O2(1328) + C4H9O4(119),[O]CCCC=O+CC(CCOO)OO_O=CCCCO+CC(CCO[O])OO,85+297=74+1534
14181,C4H7O2(1340) + CC(CCOO)OO(121) <=> C4H8O2(1328) + C4H9O4(181)(21),[O]CCCC=O+CC(CCOO)OO_O=CCCCO+CC(CCOO)O[O],85+297=73+1534
14182,C4H7O2(1340) + CC(CCOO)OO(121) <=> C4H8O2(1328) + C4H9O4(186),[O]CCCC=O+CC(CCOO)OO_O=CCCCO+C[C](CCOO)OO,85+297=76+1534
14183,C4H7O2(1340) + CC(CCOO)OO(121) <=> C4H8O2(1328) + C4H9O4(118),[O]CCCC=O+CC(CCOO)OO_O=CCCCO+[CH2]C(CCOO)OO,85+297=1245+1534
14184,C4H7O2(1340) + OOCCCCOO(198) <=> C4H8O2(1328) + [O]OCCCCOO(101),[O]CCCC=O+OOCCCCOO_O=CCCCO+[O]OCCCCOO,297+305=289+1534
14185,C4H7O2(1340) + CCC(C)OO(80)(27) <=> C4H8O2(1328) + C4H9O2(28),[O]CCCC=O+CCC(C)OO_O=CCCCO+CCC(C)O[O],60+297=59+1534
14186,C4H7O2(1340) + CCC(C)OO(80)(27) <=> C4H8O2(1328) + C4H9O2(142),[O]CCCC=O+CCC(C)OO_O=CCCCO+[CH2]CC(C)OO,60+297=72+1534
14187,OOCCCOO(182) + C4H7O2(1340) <=> [O]OCCCOO(104) + C4H8O2(1328),OOCCCOO+[O]CCCC=O_[O]OCCCOO+O=CCCCO,297+1531=276+1534
14188,C[CH2](20)(18) + C4H8O2(1328) <=> CC(23) + C4H7O2(1340),C[CH2]+O=CCCCO_CC+[O]CCCC=O,32+1534=31+297
14189,CCOO(54)(25) + C4H7O2(1340) <=> CCO[O](28)(26) + C4H8O2(1328),CCOO+[O]CCCC=O_CCO[O]+O=CCCCO,39+297=38+1534
14190,CCOO(54)(25) + C4H7O2(1340) <=> [CH2]COO(53) + C4H8O2(1328),CCOO+[O]CCCC=O_[CH2]COO+O=CCCCO,39+297=181+1534
14191,CCCOO(159) + C4H7O2(1340) <=> CCCO[O](58) + C4H8O2(1328),CCCOO+[O]CCCC=O_CCCO[O]+O=CCCCO,275+297=51+1534
14192,CCCOO(159) + C4H7O2(1340) <=> [CH2]CCOO(94) + C4H8O2(1328),CCCOO+[O]CCCC=O_[CH2]CCOO+O=CCCCO,275+297=53+1534
14193,COO(31) + C4H7O2(1340) <=> CO[O](30)(32) + C4H8O2(1328),COO+[O]CCCC=O_CO[O]+O=CCCCO,37+297=36+1534
14194,C4H7O2(1340) + C4H7O2(1340) <=> C4H6O2(4683) + C4H8O2(1328),[O]CCCC=O+[O]CCCC=O_O=CCCC=O+O=CCCCO,297+297=369+1534
14195,CH2O(9) + [CH2]CCOO(94) <=> OH(15) + C4H8O2(1328),C=O+[CH2]CCOO_[OH]+O=CCCCO,12+53=18+1534
14196,O2(2) + [CH2]CCCO(3752) <=> OH(15) + C4H8O2(1328),[O][O]+[CH2]CCCO_[OH]+O=CCCCO,5+291=18+1534
14197,[O]OCCCCO(1329) <=> OH(15) + C4H8O2(1328),[O]OCCCCO_[OH]+O=CCCCO,293=18+1534
14198,HO2(16) + C4H8O(510) <=> OH(15) + C4H8O2(1328),[O]O+C=CCCO_[OH]+O=CCCCO,19+382=18+1534
14199,O[CH]CCCOO(1325) <=> OH(15) + C4H8O2(1328),O[CH]CCCOO_[OH]+O=CCCCO,294=18+1534
14200,C4H7O2(1340) + CCCCOO(226)(29) <=> C4H8O2(1328) + C4H9O2(30),[O]CCCC=O+CCCCOO_O=CCCCO+CCCCO[O],280+297=58+1534
14201,C4H7O2(1340) + CCCCOO(226)(29) <=> C4H8O2(1328) + C[CH]CCOO(67),[O]CCCC=O+CCCCOO_O=CCCCO+C[CH]CCOO,280+297=70+1534
14202,C4H7O2(1340) + CCCCOO(226)(29) <=> C4H8O2(1328) + [CH2]CCCOO(68),[O]CCCC=O+CCCCOO_O=CCCCO+[CH2]CCCOO,280+297=71+1534
14203,O2(2) + [CH2]CCC(24)(19) <=> H(14) + C4H8O2(1328),[O][O]+[CH2]CCC_[H]+O=CCCCO,5+56=17+1534
14204,C4H9O2(30) <=> H(14) + C4H8O2(1328),CCCCO[O]_[H]+O=CCCCO,58=17+1534
14205,[CH2]CCCOO(68) <=> H(14) + C4H8O2(1328),[CH2]CCCOO_[H]+O=CCCCO,71=17+1534
14206,C[CH]CCOO(67) <=> H(14) + C4H8O2(1328),C[CH]CCOO_[H]+O=CCCCO,70=17+1534
14207,HO2(16) + C4H8(47)(20) <=> H(14) + C4H8O2(1328),[O]O+C=CCC_[H]+O=CCCCO,19+61=17+1534
14208,OH(15) + CC1CCO1(73) <=> H(14) + C4H8O2(1328),[OH]+CC1CCO1_[H]+O=CCCCO,18+68=17+1534
14209,O2(2) + [O]CCCCO(100) <=> HO2(16) + C4H8O2(1328),[O][O]+[O]CCCCO_[O]O+O=CCCCO,5+363=19+1534
14210,HO2(16) + [O]CCCCO(100) <=> H2O2(17) + C4H8O2(1328),[O]O+[O]CCCCO_OO+O=CCCCO,19+363=20+1534
14211,CO[O](30)(32) + [O]CCCCO(100) <=> COO(31) + C4H8O2(1328),CO[O]+[O]CCCCO_COO+O=CCCCO,36+363=37+1534
14212,[O]CCCCO(100) <=> H(14) + C4H8O2(1328),[O]CCCCO_[H]+O=CCCCO,363=17+1534
14213,H(14) + [O]CCCCO(100) <=> H2(13) + C4H8O2(1328),[H]+[O]CCCCO_[H][H]+O=CCCCO,17+363=16+1534
14214,OH(15) + [O]CCCCO(100) <=> H2O(8) + C4H8O2(1328),[OH]+[O]CCCCO_O+O=CCCCO,18+363=11+1534
14215,C[CH]CC(23)(24) + [O]CCCCO(100) <=> C4H8O2(1328) + butane(1),C[CH]CC+[O]CCCCO_O=CCCCO+CCCC,57+363=4+1534
14216,[CH2]CCC(24)(19) + [O]CCCCO(100) <=> C4H8O2(1328) + butane(1),[CH2]CCC+[O]CCCCO_O=CCCCO+CCCC,56+363=4+1534
14217,C[O](151) + C4H7O2(1340) <=> CH2O(9) + C4H8O2(1328),C[O]+[O]CCCC=O_C=O+O=CCCCO,30+297=12+1534
14218,C2H3(37) + [O]CCCCO(100) <=> C2H4(11) + C4H8O2(1328),[CH]=C+[O]CCCCO_C=C+O=CCCCO,25+363=14+1534
14219,[CH2]CC(35) + C4H7O2(1340) <=> C3H6(12) + C4H8O2(1328),[CH2]CC+[O]CCCC=O_C=CC+O=CCCCO,48+297=15+1534
14220,[O]CCCCO(100) + C4H9O4(119) <=> C4H8O2(1328) + CC(CCOO)OO(121),[O]CCCCO+CC(CCO[O])OO_O=CCCCO+CC(CCOO)OO,74+363=85+1534
14221,[O]CCCCO(100) + C4H9O4(181)(21) <=> C4H8O2(1328) + CC(CCOO)OO(121),[O]CCCCO+CC(CCOO)O[O]_O=CCCCO+CC(CCOO)OO,73+363=85+1534
14222,[O]CCCCO(100) + C4H9O4(186) <=> C4H8O2(1328) + CC(CCOO)OO(121),[O]CCCCO+C[C](CCOO)OO_O=CCCCO+CC(CCOO)OO,76+363=85+1534
14223,[O]CCCCO(100) + C4H9O4(118) <=> C4H8O2(1328) + CC(CCOO)OO(121),[O]CCCCO+[CH2]C(CCOO)OO_O=CCCCO+CC(CCOO)OO,363+1245=85+1534
14224,C4H7O2(1340) + CC([O])CCOO(105) <=> C4H8O2(1328) + C4H8O3(116),[O]CCCC=O+CC([O])CCOO_O=CCCCO+CC(=O)CCOO,297+1113=78+1534
14225,C3H6O(438) + C4H7O2(1340) <=> C3H5O(307) + C4H8O2(1328),C=C(C)O+[O]CCCC=O_C=C(C)[O]+O=CCCCO,297+869=43+1534
14226,[O]CCCCO(100) + [O]OCCCCOO(101) <=> C4H8O2(1328) + OOCCCCOO(198),[O]CCCCO+[O]OCCCCOO_O=CCCCO+OOCCCCOO,289+363=305+1534
14227,C4H9O2(28) + [O]CCCCO(100) <=> C4H8O2(1328) + CCC(C)OO(80)(27),CCC(C)O[O]+[O]CCCCO_O=CCCCO+CCC(C)OO,59+363=60+1534
14228,C4H9O2(142) + [O]CCCCO(100) <=> C4H8O2(1328) + CCC(C)OO(80)(27),[CH2]CC(C)OO+[O]CCCCO_O=CCCCO+CCC(C)OO,72+363=60+1534
14229,CC[O](54) + C4H7O2(1340) <=> C2H4O(57) + C4H8O2(1328),CC[O]+[O]CCCC=O_CC=O+O=CCCCO,40+297=33+1534
14230,C4H7O2(1340) + O[CH]CCCOO(1325) <=> C4H8O2(1328) + C4H8O3(194),[O]CCCC=O+O[CH]CCCOO_O=CCCCO+O=CCCCOO,294+297=296+1534
14231,C4H7O2(1340) + [O]CCCCOO(187) <=> C4H8O2(1328) + C4H8O3(194),[O]CCCC=O+[O]CCCCOO_O=CCCCO+O=CCCCOO,295+297=296+1534
14232,[O]OCCCOO(104) + [O]CCCCO(100) <=> OOCCCOO(182) + C4H8O2(1328),[O]OCCCOO+[O]CCCCO_OOCCCOO+O=CCCCO,276+363=1531+1534
14233,[O]CCC1CO1(386) + C4H7O2(1340) <=> C4H6O2(1469) + C4H8O2(1328),[O]CCC1CO1+[O]CCCC=O_O=CCC1CO1+O=CCCCO,297+1247=1248+1534
14234,C[CH2](20)(18) + [O]CCCCO(100) <=> CC(23) + C4H8O2(1328),C[CH2]+[O]CCCCO_CC+O=CCCCO,32+363=31+1534
14235,CCO[O](28)(26) + [O]CCCCO(100) <=> CCOO(54)(25) + C4H8O2(1328),CCO[O]+[O]CCCCO_CCOO+O=CCCCO,38+363=39+1534
14236,[CH2]COO(53) + [O]CCCCO(100) <=> CCOO(54)(25) + C4H8O2(1328),[CH2]COO+[O]CCCCO_CCOO+O=CCCCO,181+363=39+1534
14237,CCCO[O](58) + [O]CCCCO(100) <=> CCCOO(159) + C4H8O2(1328),CCCO[O]+[O]CCCCO_CCCOO+O=CCCCO,51+363=275+1534
14238,[CH2]CCOO(94) + [O]CCCCO(100) <=> CCCOO(159) + C4H8O2(1328),[CH2]CCOO+[O]CCCCO_CCCOO+O=CCCCO,53+363=275+1534
14239,C3H5O(307) + [O]CCCCO(100) <=> C3H6O(438) + C4H8O2(1328),C=C(C)[O]+[O]CCCCO_C=C(C)O+O=CCCCO,43+363=869+1534
14240,C4H7O2(304) + [O]CCCCO(100) <=> C4H8O2(401) + C4H8O2(1328),CC(=O)CC[O]+[O]CCCCO_CC(=O)CCO+O=CCCCO,86+363=868+1534
14241,C4H9O2(30) + [O]CCCCO(100) <=> C4H8O2(1328) + CCCCOO(226)(29),CCCCO[O]+[O]CCCCO_O=CCCCO+CCCCOO,58+363=280+1534
14242,C[CH]CCOO(67) + [O]CCCCO(100) <=> C4H8O2(1328) + CCCCOO(226)(29),C[CH]CCOO+[O]CCCCO_O=CCCCO+CCCCOO,70+363=280+1534
14243,[CH2]CCCOO(68) + [O]CCCCO(100) <=> C4H8O2(1328) + CCCCOO(226)(29),[CH2]CCCOO+[O]CCCCO_O=CCCCO+CCCCOO,71+363=280+1534
14244,C4H7O2(1340) + OCCCCOO(1331) <=> C4H8O2(1328) + [O]OCCCCO(1329),[O]CCCC=O+OCCCCOO_O=CCCCO+[O]OCCCCO,297+364=293+1534
14245,[O]CCCCO(100) + [O]CCCCOO(187) <=> C4H8O2(1328) + OCCCCOO(1331),[O]CCCCO+[O]CCCCOO_O=CCCCO+OCCCCOO,295+363=364+1534
14246,[O]CCCCO(100) + [O]OCCCCO(1329) <=> C4H8O2(1328) + OCCCCOO(1331),[O]CCCCO+[O]OCCCCO_O=CCCCO+OCCCCOO,293+363=364+1534
14247,[O]CCCCO(100) + O[CH]CCCOO(1325) <=> C4H8O2(1328) + OCCCCOO(1331),[O]CCCCO+O[CH]CCCOO_O=CCCCO+OCCCCOO,294+363=364+1534
14248,C4H7O2(1340) + [O]CCCCO(100) <=> C4H8O2(1328) + C4H8O2(1328),[O]CCCC=O+[O]CCCCO_O=CCCCO+O=CCCCO,297+363=1534+1534
14249,C4H8O2(1328) <=> H(14) + C4H7O2(1340),O=CCCCO_[H]+[O]CCCC=O,1534=17+297
14250,O2(2) + [CH2]CCO(4661) <=> [O]CCCOO(359),[O][O]+[CH2]CCO_[O]CCCOO,5+292=1533
14251,O2(2) + [CH2]CCO(4661) <=> O(5) + [CH2]CCOO(94),[O][O]+[CH2]CCO_[O]+[CH2]CCOO,5+292=8+53
14252,O2(2) + [CH2]CCO(4661) <=> CH2O(9) + [CH2]COO(53),[O][O]+[CH2]CCO_C=O+[CH2]COO,5+292=12+181
14253,CH2O(9) + [CH2]CCO(4661) <=> H(14) + C4H8O2(1328),C=O+[CH2]CCO_[H]+O=CCCCO,12+292=17+1534
14254,[O]CCCOO(359) <=> [O]OCCCO(2598),[O]CCCOO_[O]OCCCO,1533=299
14255,[O]OCCCO(2598) <=> O(5) + [CH2]CCOO(94),[O]OCCCO_[O]+[CH2]CCOO,299=8+53
14256,[O]OCCCO(2598) <=> CH2O(9) + [CH2]COO(53),[O]OCCCO_C=O+[CH2]COO,299=12+181
14257,[O]CCCOO(359) <=> O[CH]CCOO(2596),[O]CCCOO_O[CH]CCOO,1533=300
14258,O[CH]CCOO(2596) <=> O(5) + [CH2]CCOO(94),O[CH]CCOO_[O]+[CH2]CCOO,300=8+53
14259,O[CH]CCOO(2596) <=> CH2O(9) + [CH2]COO(53),O[CH]CCOO_C=O+[CH2]COO,300=12+181
14260,O2(2) + [O]CCCOO(359) <=> HO2(16) + C3H6O3(360),[O][O]+[O]CCCOO_[O]O+O=CCCOO,5+1533=19+282
14261,[O]CCCOO(359) <=> H(14) + C3H6O3(360),[O]CCCOO_[H]+O=CCCOO,1533=17+282
14262,OH(15) + [O]CCCOO(359) <=> H2O(8) + C3H6O3(360),[OH]+[O]CCCOO_O+O=CCCOO,18+1533=11+282
14263,[O]CCCOO(359) + C[CH]CC(23)(24) <=> C3H6O3(360) + butane(1),[O]CCCOO+C[CH]CC_O=CCCOO+CCCC,57+1533=4+282
14264,[O]CCCOO(359) + [CH2]CCC(24)(19) <=> C3H6O3(360) + butane(1),[O]CCCOO+[CH2]CCC_O=CCCOO+CCCC,56+1533=4+282
14265,[O]CCCOO(359) + C4H9O4(119) <=> C3H6O3(360) + CC(CCOO)OO(121),[O]CCCOO+CC(CCO[O])OO_O=CCCOO+CC(CCOO)OO,74+1533=85+282
14266,[O]CCCOO(359) + C4H9O4(181)(21) <=> C3H6O3(360) + CC(CCOO)OO(121),[O]CCCOO+CC(CCOO)O[O]_O=CCCOO+CC(CCOO)OO,73+1533=85+282
14267,[O]CCCOO(359) + C4H9O4(186) <=> C3H6O3(360) + CC(CCOO)OO(121),[O]CCCOO+C[C](CCOO)OO_O=CCCOO+CC(CCOO)OO,76+1533=85+282
14268,O[CH]CCOO(2596) + C4H9O4(118) <=> C3H6O3(360) + CC(CCOO)OO(121),O[CH]CCOO+[CH2]C(CCOO)OO_O=CCCOO+CC(CCOO)OO,300+1245=85+282
14269,[O]CCCOO(359) + C4H9O4(118) <=> C3H6O3(360) + CC(CCOO)OO(121),[O]CCCOO+[CH2]C(CCOO)OO_O=CCCOO+CC(CCOO)OO,1245+1533=85+282
14270,HO2(16) + [O]CCCOO(359) <=> H2O2(17) + C3H6O3(360),[O]O+[O]CCCOO_OO+O=CCCOO,19+1533=20+282
14271,C2H3(37) + [O]CCCOO(359) <=> C2H4(11) + C3H6O3(360),[CH]=C+[O]CCCOO_C=C+O=CCCOO,25+1533=14+282
14272,[O]CCCOO(359) + [O]OCCCCOO(101) <=> C3H6O3(360) + OOCCCCOO(198),[O]CCCOO+[O]OCCCCOO_O=CCCOO+OOCCCCOO,289+1533=282+305
14273,[O]CCCOO(359) + C4H9O2(28) <=> C3H6O3(360) + CCC(C)OO(80)(27),[O]CCCOO+CCC(C)O[O]_O=CCCOO+CCC(C)OO,59+1533=60+282
